invoice_line_id,invoice_id,invoice_date,invoice_status,quantity,unit_price,discount,gross_amount,discount_amount,net_amount_local,revenue_usd,cost_total,profit_local,profit_usd,currency,rate_to_usd,customer_id,customer_name,customer_type,customer_country,customer_signup_date,product_id,product_name,product_category,cost_price,region,region_country,invoice_year,invoice_month,invoice_quarter,invoice_day_of_week,invoice_month_name,invoice_day_name
L0002420,INV000696,2023-07-12,Paid,5,460,0,2300,0,2300,28.98,435,1865,23.5,INR,0.0126,C0077,Customer_77,Corporate,USA,2022-01-17,P039,Product_39,Electronics,87,SOUTH,null,2023,7,3,4,July,Wednesday
L0002459,INV000707,2023-07-19,Cancelled,6,682,0.05,4092,204.6,3887.4,3887.4,924,2963.4,2963.4,USD,1,C0257,Customer_257,Corporate,UNKNOWN,2020-09-27,P055,Product_55,Electronics,154,WEST,null,2023,7,3,4,July,Wednesday
L0002503,INV000721,2023-12-17,Paid,3,231,0.05,693,34.65,658.35,753.48,603,55.35,63.35,EUR,1.1445,C0251,Customer_251,Test,USA,2021-05-02,P014,Product_14,Accessories,201,SOUTH,null,2023,12,4,1,December,Sunday
L0002511,INV000725,2024-08-31,Paid,1,962,0,962,0,962,11.64,157,805,9.74,INR,0.0121,C0025,Customer_25,Retail,UNKNOWN,2023-08-23,P054,Product_54,Electronics,157,NORTH,null,2024,8,3,7,August,Saturday
L0002516,INV000726,2023-02-19,Open,9,825,0,7425,0,7425,8437.77,0,7425,8437.77,EUR,1.1364,C0060,Customer_60,Test,INDIA,2023-06-20,P017,Product_17,Electronics,0,WEST,null,2023,2,1,1,February,Sunday
L0002521,INV000727,2023-05-07,Paid,9,699,0,6291,0,6291,7176.14,1755,4536,5174.22,EUR,1.1407,C0281,Customer_281,Test,INDIA,2022-04-04,P043,Product_43,Accessories,195,WEST,null,2023,5,2,1,May,Sunday
L0002571,INV000743,2023-12-17,Open,1,493,0.05,493,24.65,468.35,468.35,195,273.35,273.35,USD,1,C0094,Customer_94,Test,INDIA,2020-11-30,P043,Product_43,Accessories,195,WEST,null,2023,12,4,1,December,Sunday
L0002588,INV000747,2023-07-05,Paid,2,746,0.1,1492,149.2,1342.8,1510.38,666,676.8,761.26,EUR,1.1248,C0195,Customer_195,Test,INDIA,2021-05-05,P048,Product_48,Electronics,333,NORTH,null,2023,7,3,4,July,Wednesday
L0002646,INV000762,2023-12-16,Open,7,727,0.05,5089,254.45,4834.55,4834.55,1596,3238.55,3238.55,USD,1,C0187,Customer_187,Test,INDIA,2020-01-02,P041,Product_41,Accessories,228,SOUTH,null,2023,12,4,7,December,Saturday
L0002654,INV000766,2024-12-19,Open,8,399,0.1,3192,319.2,2872.8,2872.8,640,2232.8,2232.8,USD,1,C0055,Customer_55,Corporate,INDIA,2022-02-14,P006,Product_6,Electronics,80,SOUTH,null,2024,12,4,5,December,Thursday
L0002658,INV000767,2023-05-24,Paid,2,626,0.1,1252,125.2,1126.8,1126.8,370,756.8,756.8,USD,1,C0210,Customer_210,Retail,INDIA,2020-12-04,P033,Product_33,Electronics,185,EAST,null,2023,5,2,4,May,Wednesday
L0002703,INV000784,2023-10-21,Cancelled,4,123,0.05,492,24.6,467.4,467.4,1024,-556.6,-556.6,USD,1,C0129,Customer_129,Test,INDIA,2022-05-27,P025,Product_25,Electronics,256,NORTH,null,2023,10,4,7,October,Saturday
L0002709,INV000787,2024-06-07,Open,10,951,0.1,9510,951,8559,103.56,3540,5019,60.73,INR,0.0121,C0148,Customer_148,Test,UNKNOWN,2022-02-20,P023,Product_23,Accessories,354,NORTH,null,2024,6,2,6,June,Friday
L0002734,INV000795,2024-04-22,Cancelled,5,967,0.1,4835,483.5,4351.5,4351.5,2415,1936.5,1936.5,USD,1,C0080,Customer_80,Corporate,INDIA,2021-12-28,P058,Product_58,Electronics,483,SOUTH,null,2024,4,2,2,April,Monday
L0002741,INV000796,2024-09-03,Open,10,393,0,3930,0,3930,43.62,3540,390,4.33,INR,0.0111,C0027,Customer_27,Retail,UNKNOWN,2023-01-21,P023,Product_23,Accessories,354,EAST,null,2024,9,3,3,September,Tuesday
L0002751,INV000798,2024-06-22,Paid,6,896,0.05,5376,268.8,5107.2,5107.2,0,5107.2,5107.2,USD,1,C0113,Customer_113,Retail,USA,2024-01-10,P029,Product_29,Accessories,0,NORTH,null,2024,6,2,7,June,Saturday
L0002752,INV000798,2024-06-22,Paid,2,566,0.1,1132,113.2,1018.8,1018.8,682,336.8,336.8,USD,1,C0113,Customer_113,Retail,USA,2024-01-10,P026,Product_26,Accessories,341,NORTH,null,2024,6,2,7,June,Saturday
L0002780,INV000807,2024-06-10,Paid,7,710,0.1,4970,497,4473,4473,3038,1435,1435,USD,1,C0043,Customer_43,Test,UNKNOWN,2020-07-08,P036,Product_36,Accessories,434,SOUTH,null,2024,6,2,2,June,Monday
L0002809,INV000816,2024-01-02,Cancelled,0,254,0,0,0,0,0,0,0,0,USD,1,C0258,Customer_258,Retail,UNKNOWN,2024-01-21,P007,Product_7,Electronics,51,EAST,null,2024,1,1,3,January,Tuesday
L0002881,INV000835,2024-07-18,Cancelled,5,136,0,680,0,680,680,1330,-650,-650,USD,1,C0056,Customer_56,Test,USA,2020-06-10,P010,Product_10,Electronics,266,NORTH,null,2024,7,3,5,July,Thursday
L0002925,INV000848,2023-04-16,Cancelled,5,795,0,3975,0,3975,46.11,1500,2475,28.71,INR,0.0116,C0267,Customer_267,Test,INDIA,2020-07-17,P057,Product_57,Electronics,300,EAST,null,2023,4,2,1,April,Sunday
L0002928,INV000848,2023-04-16,Cancelled,7,651,0.05,4557,227.85,4329.15,50.22,378,3951.15,45.83,INR,0.0116,C0267,Customer_267,Test,INDIA,2020-07-17,P047,Product_47,Electronics,54,EAST,null,2023,4,2,1,April,Sunday
L0002957,INV000858,2023-09-07,Paid,7,187,0.1,1309,130.9,1178.1,1178.1,2968,-1789.9,-1789.9,USD,1,C0023,Customer_23,Corporate,USA,2021-02-11,P011,Product_11,Electronics,424,SOUTH,null,2023,9,3,5,September,Thursday
L0002977,INV000864,2023-06-21,Paid,3,494,0.1,1482,148.2,1333.8,1423.03,612,721.8,770.09,EUR,1.0669,C0176,Customer_176,Retail,INDIA,2023-07-04,P045,Product_45,Electronics,204,NORTH,null,2023,6,2,4,June,Wednesday
L0003051,INV000886,2024-09-06,Cancelled,6,202,0,1212,0,1212,1212,306,906,906,USD,1,C0223,Customer_223,Corporate,UNKNOWN,2023-10-07,P007,Product_7,Electronics,51,NORTH,null,2024,9,3,6,September,Friday
L0003075,INV000894,2024-11-16,Paid,2,173,0,346,0,346,382.85,952,-606,-670.54,EUR,1.1065,C0203,Customer_203,Retail,INDIA,2020-05-21,P044,Product_44,Electronics,476,SOUTH,null,2024,11,4,7,November,Saturday
L0003076,INV000894,2024-11-16,Paid,5,278,0.05,1390,69.5,1320.5,1461.13,1535,-214.5,-237.34,EUR,1.1065,C0203,Customer_203,Retail,INDIA,2020-05-21,P019,Product_19,Accessories,307,SOUTH,null,2024,11,4,7,November,Saturday
L0003100,INV000900,2024-12-11,Paid,1,611,0.1,611,61.1,549.9,631.34,299,250.9,288.06,EUR,1.1481,C0227,Customer_227,Corporate,USA,2022-11-25,P013,Product_13,Electronics,299,WEST,null,2024,12,4,4,December,Wednesday
L0003131,INV000908,2024-11-30,Paid,1,727,0.1,727,72.7,654.3,731.25,416,238.3,266.32,EUR,1.1176,C0098,Customer_98,Test,INDIA,2023-08-03,P032,Product_32,Electronics,416,SOUTH,null,2024,11,4,7,November,Saturday
L0003134,INV000908,2024-11-30,Paid,6,195,0.05,1170,58.5,1111.5,1242.21,1536,-424.5,-474.42,EUR,1.1176,C0098,Customer_98,Test,INDIA,2023-08-03,P025,Product_25,Electronics,256,SOUTH,null,2024,11,4,7,November,Saturday
L0003195,INV000927,2023-11-04,Open,2,177,0.05,354,17.7,336.3,4.1,1000,-663.7,-8.1,INR,0.0122,C0129,Customer_129,Test,INDIA,2022-05-27,P042,Product_42,Electronics,500,NORTH,null,2023,11,4,7,November,Saturday
L0003224,INV000937,2023-06-15,Cancelled,9,790,0.1,7110,711,6399,6399,2691,3708,3708,USD,1,C0176,Customer_176,Retail,INDIA,2023-07-04,P013,Product_13,Electronics,299,EAST,null,2023,6,2,5,June,Thursday
L0003233,INV000941,2024-11-08,Paid,5,986,0.05,4930,246.5,4683.5,52.46,1605,3078.5,34.48,INR,0.0112,C0129,Customer_129,Test,INDIA,2022-05-27,P020,Product_20,Electronics,321,NORTH,null,2024,11,4,6,November,Friday
L0003237,INV000941,2024-11-08,Paid,2,189,0.05,378,18.9,359.1,4.02,654,-294.9,-3.3,INR,0.0112,C0129,Customer_129,Test,INDIA,2022-05-27,P016,Product_16,Electronics,327,NORTH,null,2024,11,4,6,November,Friday
L0003243,INV000944,2024-06-20,Paid,7,343,0.1,2401,240.1,2160.9,2160.9,1295,865.9,865.9,USD,1,C0043,Customer_43,Test,UNKNOWN,2020-07-08,P008,Product_8,Electronics,185,EAST,null,2024,6,2,5,June,Thursday
L0003289,INV000958,2023-06-17,Cancelled,6,714,0,4284,0,4284,4611.3,450,3834,4126.92,EUR,1.0764,C0200,Customer_200,Retail,INDIA,2020-06-24,P018,Product_18,Unknown,75,SOUTH,null,2023,6,2,7,June,Saturday
L0003332,INV000968,2024-05-25,Cancelled,5,573,0.1,2865,286.5,2578.5,2932.79,1545,1033.5,1175.5,EUR,1.1374,C0191,Customer_191,Retail,USA,2020-02-09,P040,Product_40,Accessories,309,NORTH,null,2024,5,2,7,May,Saturday
L0003333,INV000968,2024-05-25,Cancelled,5,346,0.1,1730,173,1557,1770.93,1020,537,610.78,EUR,1.1374,C0191,Customer_191,Retail,USA,2020-02-09,P045,Product_45,Electronics,204,NORTH,null,2024,5,2,7,May,Saturday
L0003341,INV000970,2023-03-15,Paid,2,895,0.05,1790,89.5,1700.5,1894.53,666,1034.5,1152.54,EUR,1.1141,C0279,Customer_279,Retail,USA,2020-07-20,P048,Product_48,Electronics,333,SOUTH,null,2023,3,1,4,March,Wednesday
L0003352,INV000973,2024-04-16,Open,2,507,0.1,1014,101.4,912.6,10.22,676,236.6,2.65,INR,0.0112,C0049,Customer_49,Corporate,UNKNOWN,2021-06-25,P038,Product_38,Electronics,338,SOUTH,null,2024,4,2,3,April,Tuesday
L0003360,INV000975,2024-07-16,Open,4,421,0,1684,0,1684,1684,0,1684,1684,USD,1,C0267,Customer_267,Test,INDIA,2020-07-17,P029,Product_29,Accessories,0,EAST,null,2024,7,3,3,July,Tuesday
L0003368,INV000977,2024-11-13,Open,5,741,0.05,3705,185.25,3519.75,3519.75,2150,1369.75,1369.75,USD,1,C0112,Customer_112,Corporate,INDIA,2023-03-07,P052,Product_52,Accessories,430,SOUTH,null,2024,11,4,4,November,Wednesday
L0003439,INV000994,2023-11-27,Paid,4,800,0.05,3200,160,3040,35.57,804,2236,26.16,INR,0.0117,C0210,Customer_210,Retail,INDIA,2020-12-04,P014,Product_14,Accessories,201,EAST,null,2023,11,4,2,November,Monday
L0003561,INV001031,2023-05-19,Open,6,641,0.1,3846,384.6,3461.4,40.5,2334,1127.4,13.19,INR,0.0117,C0247,Customer_247,Test,USA,2020-03-05,P049,Product_49,Accessories,389,SOUTH,null,2023,5,2,6,May,Friday
L0003567,INV001033,2023-03-15,Paid,6,124,0.1,744,74.4,669.6,746,2028,-1358.4,-1513.39,EUR,1.1141,C0137,Customer_137,Corporate,USA,2020-07-05,P038,Product_38,Electronics,338,EAST,null,2023,3,1,4,March,Wednesday
L0003574,INV001035,2023-07-15,Cancelled,10,679,0.1,6790,679,6111,7016.65,3540,2571,2952.02,EUR,1.1482,C0165,Customer_165,Corporate,INDIA,2022-06-09,P027,Product_27,Electronics,354,NORTH,null,2023,7,3,7,July,Saturday
L0003577,INV001036,2023-06-23,Paid,8,896,0,7168,0,7168,81,3392,3776,42.67,INR,0.0113,C0180,Customer_180,Retail,INDIA,2023-06-01,P011,Product_11,Electronics,424,WEST,null,2023,6,2,6,June,Friday
L0003592,INV001040,2024-12-11,Open,10,931,0,9310,0,9310,10688.81,870,8440,9689.96,EUR,1.1481,C0057,Customer_57,Test,INDIA,2023-02-04,P039,Product_39,Electronics,87,WEST,null,2024,12,4,4,December,Wednesday
L0003617,INV001054,2024-10-02,Cancelled,9,487,0.1,4383,438.3,3944.7,4476.45,1665,2279.7,2587,EUR,1.1348,C0132,Customer_132,Retail,UNKNOWN,2022-01-11,P033,Product_33,Electronics,185,NORTH,null,2024,10,4,4,October,Wednesday
L0003627,INV001057,2023-09-04,Cancelled,9,410,0.1,3690,369,3321,3321,0,3321,3321,USD,1,C0294,Customer_294,Retail,UNKNOWN,2022-08-05,P024,Product_24,Accessories,0,WEST,null,2023,9,3,2,September,Monday
L0003632,INV001060,2023-11-13,Paid,10,589,0,5890,0,5890,5890,3390,2500,2500,USD,1,C0269,Customer_269,Corporate,UNKNOWN,2022-06-01,P030,Product_30,Accessories,339,WEST,null,2023,11,4,2,November,Monday
L0003633,INV001060,2023-11-13,Paid,4,681,0.05,2724,136.2,2587.8,2587.8,300,2287.8,2287.8,USD,1,C0269,Customer_269,Corporate,UNKNOWN,2022-06-01,P018,Product_18,Unknown,75,WEST,null,2023,11,4,2,November,Monday
L0003651,INV001066,2023-01-27,Paid,7,172,0.1,1204,120.4,1083.6,14.09,763,320.6,4.17,INR,0.013,C0137,Customer_137,Corporate,USA,2020-07-05,P051,Product_51,Electronics,109,SOUTH,null,2023,1,1,6,January,Friday
L0003659,INV001068,2023-05-18,Cancelled,7,171,0,1197,0,1197,15.32,3493,-2296,-29.39,INR,0.0128,C0258,Customer_258,Retail,UNKNOWN,2024-01-21,P050,Product_50,Electronics,499,WEST,null,2023,5,2,5,May,Thursday
L0003661,INV001069,2023-07-08,Paid,2,638,0.1,1276,127.6,1148.4,1281.61,370,778.4,868.69,EUR,1.116,C0199,Customer_199,Corporate,USA,2020-06-10,P008,Product_8,Electronics,185,WEST,null,2023,7,3,7,July,Saturday
L0003676,INV001072,2023-07-29,Open,9,611,0.1,5499,549.9,4949.1,4949.1,1836,3113.1,3113.1,USD,1,C0034,Customer_34,Corporate,USA,2020-11-22,P045,Product_45,Electronics,204,WEST,null,2023,7,3,7,July,Saturday
L0003679,INV001073,2024-12-05,Open,1,275,0.05,275,13.75,261.25,288.6,97,164.25,181.45,EUR,1.1047,C0167,Customer_167,Corporate,UNKNOWN,2022-07-18,P002,Product_2,Electronics,97,SOUTH,null,2024,12,4,5,December,Thursday
L0003683,INV001073,2024-12-05,Open,10,427,0,4270,0,4270,4717.07,3390,880,972.14,EUR,1.1047,C0167,Customer_167,Corporate,UNKNOWN,2022-07-18,P030,Product_30,Accessories,339,SOUTH,null,2024,12,4,5,December,Thursday
L0003721,INV001085,2023-04-04,Cancelled,4,710,0,2840,0,2840,33.23,740,2100,24.57,INR,0.0117,C0059,Customer_59,Test,USA,2023-07-11,P008,Product_8,Electronics,185,WEST,null,2023,4,2,3,April,Tuesday
L0003727,INV001088,2023-12-10,Paid,3,282,0.1,846,84.6,761.4,8.45,612,149.4,1.66,INR,0.0111,C0290,Customer_290,Test,USA,2020-10-14,P045,Product_45,Electronics,204,SOUTH,null,2023,12,4,1,December,Sunday
L0003730,INV001088,2023-12-10,Paid,6,555,0,3330,0,3330,36.96,306,3024,33.57,INR,0.0111,C0290,Customer_290,Test,USA,2020-10-14,P007,Product_7,Electronics,51,SOUTH,null,2023,12,4,1,December,Sunday
L0003731,INV001089,2023-05-29,Open,4,904,0.05,3616,180.8,3435.2,40.19,388,3047.2,35.65,INR,0.0117,C0092,Customer_92,Retail,INDIA,2024-02-02,P002,Product_2,Electronics,97,NORTH,null,2023,5,2,2,May,Monday
L0003749,INV001093,2024-05-25,Paid,5,420,0.1,2100,210,1890,1890,2430,-540,-540,USD,1,C0279,Customer_279,Retail,USA,2020-07-20,P056,Product_56,Electronics,486,WEST,null,2024,5,2,7,May,Saturday
L0003834,INV001114,2023-03-11,Paid,10,881,0.05,8810,440.5,8369.5,9221.52,2580,5789.5,6378.87,EUR,1.1018,C0158,Customer_158,Retail,UNKNOWN,2023-10-28,P004,Product_4,Electronics,258,EAST,null,2023,3,1,7,March,Saturday
L0003837,INV001115,2023-04-27,Paid,4,344,0.05,1376,68.8,1307.2,1423.54,1944,-636.8,-693.48,EUR,1.089,C0171,Customer_171,Corporate,INDIA,2021-06-23,P056,Product_56,Electronics,486,WEST,null,2023,4,2,5,April,Thursday
L0003848,INV001118,2023-06-09,Open,9,480,0.1,4320,432,3888,43.93,3186,702,7.93,INR,0.0113,C0236,Customer_236,Corporate,USA,2023-02-08,P027,Product_27,Electronics,354,EAST,null,2023,6,2,6,June,Friday
L0003920,INV001135,2023-07-25,Cancelled,0,789,0.05,0,0,0,0,0,0,0,EUR,1.068,C0099,Customer_99,Retail,UNKNOWN,2023-11-10,P014,Product_14,Accessories,201,EAST,null,2023,7,3,3,July,Tuesday
L0003936,INV001140,2023-03-14,Open,4,276,0.05,1104,55.2,1048.8,12.9,1332,-283.2,-3.48,INR,0.0123,C0160,Customer_160,Test,INDIA,2021-06-30,P048,Product_48,Electronics,333,EAST,null,2023,3,1,3,March,Tuesday
L0003939,INV001140,2023-03-14,Open,5,192,0,960,0,960,11.81,0,960,11.81,INR,0.0123,C0160,Customer_160,Test,INDIA,2021-06-30,P024,Product_24,Accessories,0,EAST,null,2023,3,1,3,March,Tuesday
L0003948,INV001142,2023-04-19,Open,0,254,0,0,0,0,0,0,0,0,USD,1,C0197,Customer_197,Test,USA,2021-05-08,P057,Product_57,Electronics,300,NORTH,null,2023,4,2,4,April,Wednesday
L0003984,INV001150,2023-04-26,Paid,8,472,0.1,3776,377.6,3398.4,3608.08,3144,254.4,270.1,EUR,1.0617,C0180,Customer_180,Retail,INDIA,2023-06-01,P034,Product_34,Electronics,393,WEST,null,2023,4,2,4,April,Wednesday
L0004039,INV001166,2023-05-11,Paid,3,442,0,1326,0,1326,1326,1302,24,24,USD,1,C0151,Customer_151,Corporate,INDIA,2022-12-19,P036,Product_36,Accessories,434,EAST,null,2023,5,2,5,May,Thursday
L0004049,INV001168,2023-02-01,Cancelled,9,340,0.05,3060,153,2907,3221.54,4284,-1377,-1525.99,EUR,1.1082,C0121,Customer_121,Retail,UNKNOWN,2020-10-19,P044,Product_44,Electronics,476,WEST,null,2023,2,1,4,February,Wednesday
L0004069,INV001173,2023-01-12,Paid,4,929,0,3716,0,3716,41.25,1304,2412,26.77,INR,0.0111,C0037,Customer_37,Test,USA,2021-11-27,P001,Product_1,Unknown,326,NORTH,null,2023,1,1,5,January,Thursday
L0004075,INV001175,2024-10-19,Paid,8,203,0.1,1624,162.4,1461.6,1657.75,3112,-1650.4,-1871.88,EUR,1.1342,C0213,Customer_213,Test,UNKNOWN,2023-05-27,P049,Product_49,Accessories,389,WEST,null,2024,10,4,7,October,Saturday
L0004088,INV001179,2024-02-25,Paid,1,512,0.1,512,51.2,460.8,5.35,416,44.8,0.52,INR,0.0116,C0280,Customer_280,Retail,INDIA,2020-05-04,P032,Product_32,Electronics,416,EAST,null,2024,2,1,1,February,Sunday
L0004107,INV001184,2024-09-19,Open,7,914,0,6398,0,6398,7028.84,609,5789,6359.8,EUR,1.0986,C0028,Customer_28,Test,USA,2022-05-09,P039,Product_39,Electronics,87,NORTH,null,2024,9,3,5,September,Thursday
L0004142,INV001193,2024-08-28,Cancelled,8,818,0.05,6544,327.2,6216.8,73.36,2704,3512.8,41.45,INR,0.0118,C0078,Customer_78,Test,UNKNOWN,2020-11-29,P038,Product_38,Electronics,338,WEST,null,2024,8,3,4,August,Wednesday
L0004158,INV001198,2023-08-04,Paid,1,395,0,395,0,395,4.62,159,236,2.76,INR,0.0117,C0296,Customer_296,Corporate,USA,2020-06-03,P005,Product_5,Electronics,159,EAST,null,2023,8,3,6,August,Friday
L0004182,INV001204,2023-04-10,Open,8,235,0.05,1880,94,1786,20.72,2480,-694,-8.05,INR,0.0116,C0273,Customer_273,Retail,UNKNOWN,2022-08-14,P021,Product_21,Accessories,310,EAST,null,2023,4,2,2,April,Monday
L0004187,INV001205,2024-09-17,Cancelled,4,885,0.1,3540,354,3186,3478.47,0,3186,3478.47,EUR,1.0918,C0140,Customer_140,Retail,USA,2020-11-09,P024,Product_24,Accessories,0,EAST,null,2024,9,3,3,September,Tuesday
L0004213,INV001212,2023-02-28,Paid,2,115,0.1,230,23,207,2.46,708,-501,-5.96,INR,0.0119,C0274,Customer_274,Corporate,USA,2024-02-02,P023,Product_23,Accessories,354,SOUTH,null,2023,2,1,3,February,Tuesday
L0004220,INV001213,2024-12-26,Open,5,714,0.1,3570,357,3213,3213,945,2268,2268,USD,1,C0062,Customer_62,Retail,INDIA,2023-03-28,P053,Product_53,Electronics,189,SOUTH,null,2024,12,4,5,December,Thursday
L0004237,INV001217,2023-06-15,Open,6,759,0.05,4554,227.7,4326.3,4769.31,1170,3156.3,3479.51,EUR,1.1024,C0038,Customer_38,Test,USA,2021-07-23,P043,Product_43,Accessories,195,NORTH,null,2023,6,2,5,June,Thursday
L0004259,INV001225,2024-11-11,Cancelled,1,984,0,984,0,984,1082.1,430,554,609.23,EUR,1.0997,C0200,Customer_200,Retail,INDIA,2020-06-24,P052,Product_52,Accessories,430,SOUTH,null,2024,11,4,2,November,Monday
L0004288,INV001232,2024-10-25,Open,7,410,0.1,2870,287,2583,2583,3010,-427,-427,USD,1,C0104,Customer_104,Retail,USA,2020-04-24,P052,Product_52,Accessories,430,NORTH,null,2024,10,4,6,October,Friday
L0004436,INV001277,2024-10-15,Paid,4,514,0,2056,0,2056,22.62,1064,992,10.91,INR,0.011,C0088,Customer_88,Retail,INDIA,2023-06-01,P010,Product_10,Electronics,266,SOUTH,null,2024,10,4,3,October,Tuesday
L0004516,INV001298,2023-12-28,Cancelled,10,253,0,2530,0,2530,31.37,1540,990,12.28,INR,0.0124,C0137,Customer_137,Corporate,USA,2020-07-05,P055,Product_55,Electronics,154,WEST,null,2023,12,4,5,December,Thursday
L0004532,INV001302,2024-09-27,Paid,2,599,0,1198,0,1198,15.21,966,232,2.95,INR,0.0127,C0189,Customer_189,Corporate,INDIA,2021-10-25,P058,Product_58,Electronics,483,NORTH,null,2024,9,3,6,September,Friday
L0004554,INV001309,2024-06-16,Cancelled,4,396,0,1584,0,1584,1726.4,216,1368,1490.98,EUR,1.0899,C0172,Customer_172,Corporate,USA,2022-10-22,P047,Product_47,Electronics,54,EAST,null,2024,6,2,1,June,Sunday
L0004573,INV001315,2023-06-29,Paid,1,380,0.1,380,38,342,342,483,-141,-141,USD,1,C0079,Customer_79,Test,USA,2022-01-28,P058,Product_58,Electronics,483,SOUTH,null,2023,6,2,5,June,Thursday
L0004574,INV001316,2023-02-12,Open,4,180,0.05,720,36,684,7.8,636,48,0.55,INR,0.0114,C0163,Customer_163,Corporate,INDIA,2020-08-16,P005,Product_5,Electronics,159,SOUTH,null,2023,2,1,1,February,Sunday
L0004598,INV001322,2024-04-30,Open,5,720,0,3600,0,3600,44.28,2415,1185,14.58,INR,0.0123,C0149,Customer_149,Retail,USA,2023-05-05,P058,Product_58,Electronics,483,SOUTH,null,2024,4,2,3,April,Tuesday
L0004645,INV001335,2023-08-01,Paid,9,524,0,4716,0,4716,5073,1665,3051,3281.96,EUR,1.0757,C0156,Customer_156,Test,INDIA,2024-01-16,P008,Product_8,Electronics,185,EAST,null,2023,8,3,3,August,Tuesday
L0004670,INV001342,2023-11-04,Open,10,832,0.05,8320,416,7904,7904,3540,4364,4364,USD,1,C0242,Customer_242,Retail,UNKNOWN,2023-12-20,P027,Product_27,Electronics,354,EAST,null,2023,11,4,7,November,Saturday
L0004682,INV001344,2023-05-03,Cancelled,7,370,0.1,2590,259,2331,2615.62,0,2331,2615.62,EUR,1.1221,C0142,Customer_142,Test,INDIA,2020-11-23,P028,Product_28,Electronics,0,NORTH,null,2023,5,2,4,May,Wednesday
L0004690,INV001346,2024-10-05,Cancelled,10,953,0.05,9530,476.5,9053.5,111.36,2660,6393.5,78.64,INR,0.0123,C0244,Customer_244,Corporate,USA,2020-04-30,P010,Product_10,Electronics,266,NORTH,null,2024,10,4,7,October,Saturday
L0004700,INV001349,2024-12-10,Paid,4,843,0.1,3372,337.2,3034.8,3439.95,1904,1130.8,1281.76,EUR,1.1335,C0070,Customer_70,Retail,USA,2020-06-12,P044,Product_44,Electronics,476,SOUTH,null,2024,12,4,3,December,Tuesday
L0004718,INV001354,2024-07-01,Paid,4,214,0,856,0,856,911.13,1736,-880,-936.67,EUR,1.0644,C0297,Customer_297,Corporate,UNKNOWN,2022-06-26,P036,Product_36,Accessories,434,SOUTH,null,2024,7,3,2,July,Monday
L0004719,INV001354,2024-07-01,Paid,10,672,0.05,6720,336,6384,6795.13,970,5414,5762.66,EUR,1.0644,C0297,Customer_297,Corporate,UNKNOWN,2022-06-26,P002,Product_2,Electronics,97,SOUTH,null,2024,7,3,2,July,Monday
L0004722,INV001355,2023-05-21,Open,8,297,0,2376,0,2376,2720.28,2664,-288,-329.73,EUR,1.1449,C0266,Customer_266,Corporate,UNKNOWN,2020-07-12,P048,Product_48,Electronics,333,EAST,null,2023,5,2,1,May,Sunday
L0004741,INV001360,2023-05-23,Paid,2,394,0.1,788,78.8,709.2,8.51,218,491.2,5.89,INR,0.012,C0227,Customer_227,Corporate,USA,2022-11-25,P051,Product_51,Electronics,109,EAST,null,2023,5,2,3,May,Tuesday
L0004748,INV001362,2023-05-12,Cancelled,6,557,0,3342,0,3342,37.1,1548,1794,19.91,INR,0.0111,C0073,Customer_73,Corporate,UNKNOWN,2022-02-17,P004,Product_4,Electronics,258,SOUTH,null,2023,5,2,6,May,Friday
L0004751,INV001363,2023-05-09,Open,10,424,0,4240,0,4240,4240,4240,0,0,USD,1,C0108,Customer_108,Test,USA,2022-04-01,P011,Product_11,Electronics,424,NORTH,null,2023,5,2,3,May,Tuesday
L0004764,INV001366,2024-11-06,Open,1,107,0,107,0,107,1.21,300,-193,-2.18,INR,0.0113,C0263,Customer_263,Test,USA,2022-08-26,P057,Product_57,Electronics,300,NORTH,null,2024,11,4,4,November,Wednesday
L0004787,INV001374,2023-08-08,Cancelled,1,403,0.05,403,20.15,382.85,4.98,54,328.85,4.28,INR,0.013,C0259,Customer_259,Test,USA,2023-03-15,P037,Product_37,Electronics,54,WEST,null,2023,8,3,3,August,Tuesday
L0004805,INV001381,2024-04-12,Paid,6,480,0.05,2880,144,2736,32.83,324,2412,28.94,INR,0.012,C0160,Customer_160,Test,INDIA,2021-06-30,P037,Product_37,Electronics,54,WEST,null,2024,4,2,6,April,Friday
L0004840,INV001389,2024-05-26,Open,7,208,0.05,1456,72.8,1383.2,17.84,3010,-1626.8,-20.99,INR,0.0129,C0143,Customer_143,Corporate,UNKNOWN,2023-10-25,P052,Product_52,Accessories,430,EAST,null,2024,5,2,1,May,Sunday
L0004873,INV001395,2024-01-27,Paid,5,446,0.1,2230,223,2007,2007,785,1222,1222,USD,1,C0168,Customer_168,Retail,UNKNOWN,2020-01-07,P054,Product_54,Electronics,157,EAST,null,2024,1,1,7,January,Saturday
